	名称	代码	市值（亿元）	涨跌幅	pe	pb	一级行业代码	一级行业名称	二级行业代码	二级行业名称	持有市值（元）	日盈亏	相关指数
852	东旭光电	000413.XSHE	275.052	0.0%	13.87	0.83	801080	电子I	801084	光学光电子II	132.16	0.0	沪深300,基本面120
853	金城医药	300233.XSHE	77.5296	-1.72%	16.72	1.82	801150	医药生物I	801151	化学制药II	131.73	-2.27	中证1000,全指医药
854	欧菲光	002456.XSHE	342.6351	0.4%	-19.98	3.92	801080	电子I	801084	光学光电子II	131.45	0.53	沪深300,基本面120
855	胜宏科技	300476.XSHE	112.8209	0.07%	26.93	3.52	801080	电子I	801083	元件II	131.26	0.09	中证1000,创业板
856	三诺生物	300298.XSHE	77.8438	-1.6%	27.25	2.92	801150	医药生物I	801153	医疗器械II	131.12	-2.1	中证1000,全指医药
857	新凤鸣	603225.XSHG	140.089	0.0%	13.06	1.59	801030	化工I	801032	化学纤维II	127.72	0.0	中证500
858	新华文轩	601811.XSHG	148.1843	1.58%	13.73	1.7	801760	传媒I	801761	文化传媒II	127.72	2.02	中证500
859	包钢股份	600010.XSHG	578.9299	0.0%	26.21	1.08	801040	钢铁I	801041	钢铁II	126.56	0.0	沪深300
860	工业富联	601138.XSHG	3252.2214	1.95%	18.77	4.03	801080	电子I	801085	电子制造II	126.2	2.46	上证50,沪深300
861	淮北矿业	600985.XSHG	195.9516	-0.33%	5.01	1.07	801020	采掘I	801021	煤炭开采II	125.17	-0.41	中证500
862	鲁抗医药	600789.XSHG	55.4545	-0.48%	46.6	1.84	801150	医药生物I	801151	化学制药II	124.76	-0.6	中证1000,全指医药
863	恒逸石化	000703.XSHE	387.3272	-0.59%	22.32	1.74	801030	化工I	801032	化学纤维II	123.53	-0.73	沪深300,基本面60,基本面120
864	海航控股	600221.XSHG	278.9816	-0.6%	-7.52	0.58	801170	交通运输I	801173	航空运输II	123.29	-0.74	沪深300,300价值
865	天风证券	601162.XSHG	275.57599999999996	0.38%	118.47	2.29	801790	非银金融I	801193	证券II	123.04	0.47	沪深300,证券公司,金融地产
866	中国中冶	601618.XSHG	555.393	0.37%	8.36	0.79	801720	建筑装饰I	801724	专业工程II	121.75	0.45	沪深300,300价值
867	中航飞机	000768.XSHE	436.3385	0.0%	65.26	2.67	801740	国防军工I	801742	航空装备II	120.0	0.0	沪深300,基本面120
868	兆易创新	603986.XSHG	535.5224	-3.17%	109.88	10.81	801080	电子I	801081	半导体II	119.53	-3.79	沪深300
869	司太立	603520.XSHG	75.5711	-7.22%	51.65	7.66	801150	医药生物I	801151	化学制药II	119.5	-8.63	全指医药
870	陆家嘴	600663.XSHG	536.5483	0.0%	14.52	3.17	801180	房地产I	801182	园区开发II	119.22	0.0	沪深300,金融地产
871	赢时胜	300377.XSHE	78.4521	0.19%	42.42	2.83	801750	计算机I	801222	计算机应用II	118.58	0.23	中证1000,创业板
872	山大华特	000915.XSHE	49.772	-2.54%	35.32	2.96	801150	医药生物I	801151	化学制药II	118.41	-3.01	中证1000,全指医药
873	现代制药	600420.XSHG	88.1112	-1.86%	12.53	1.21	801150	医药生物I	801151	化学制药II	118.36	-2.2	中证1000,全指医药
874	东方航空	600115.XSHG	838.6309	0.0%	32.43	1.23	801170	交通运输I	801173	航空运输II	117.61	0.0	沪深300
875	山西汾酒	600809.XSHG	812.4386	-4.86%	42.96	11.2	801120	食品饮料I	801123	饮料制造II	117.61	-5.72	沪深300
876	航天信息	600271.XSHG	385.3549	0.05%	20.19	3.46	801750	计算机I	801222	计算机应用II	116.34	0.06	沪深300
877	景嘉微	300474.XSHE	179.2575	-3.06%	107.55	7.76	801740	国防军工I	801741	航天装备II	116.18	-3.56	中证1000,创业板
878	润达医疗	603108.XSHG	58.8227	-0.79%	18.93	2.14	801150	医药生物I	801156	医疗服务II	115.21	-0.91	中证1000,全指医药
879	中央商场	600280.XSHG	31.4644	0.36%	-6.68	2.29	801200	商业贸易I	801203	一般零售II	114.95	0.41	中证500
880	莱克电气	603355.XSHG	85.0521	-0.09%	18.21	2.76	801110	家用电器I	801111	白色家电II	114.95	-0.1	中证500
881	中国铝业	601600.XSHG	568.5573	-0.3%	260.87	1.16	801050	有色金属I	801055	工业金属II	112.5	-0.34	沪深300
882	中铝国际	601068.XSHG	155.9428	-1.52%	208.18	1.75	801720	建筑装饰I	801724	专业工程II	112.4	-1.71	中证500
883	嘉事堂	002462.XSHE	46.5273	0.0%	12.81	1.39	801150	医药生物I	801154	医药商业II	111.4	0.0	中证1000,全指医药
884	海思科	002653.XSHE	233.1245	-2.84%	56.41	10.43	801150	医药生物I	801151	化学制药II	110.74	-3.15	中证1000,全指医药
885	北方稀土	600111.XSHG	365.8497	-1.39%	54.97	3.84	801050	有色金属I	801054	稀有金属II	110.58	-1.54	沪深300
886	上海凯宝	300039.XSHE	50.0388	-1.5%	25.44	1.98	801150	医药生物I	801155	中药II	110.13	-1.65	中证1000,全指医药
887	广联达	002410.XSHE	366.9054	0.18%	120.22	11.77	801750	计算机I	801222	计算机应用II	109.3	0.2	沪深300
888	方大炭素	600516.XSHG	296.0096	-0.55%	9.86	1.99	801050	有色金属I	801051	金属非金属新材料II	107.6	-0.59	沪深300,300价值
889	尚品宅配	300616.XSHE	132.4193	-0.44%	25.49	3.99	801140	轻工制造I	801142	家用轻工II	107.58	-0.47	中证1000,创业板
890	南都电源	300068.XSHE	88.902	-0.98%	64.69	1.38	801730	电气设备I	801733	电源设备II	107.38	-1.05	中证1000,创业板
891	东北制药	000597.XSHE	62.4261	-1.01%	29.19	1.67	801150	医药生物I	801151	化学制药II	106.93	-1.08	中证1000,全指医药
892	中科曙光	603019.XSHG	300.073	0.21%	59.26	7.84	801750	计算机I	801101	计算机设备II	106.75	0.22	沪深300
893	东方雨虹	002271.XSHE	366.3778	-4.62%	18.69	4.17	801710	建筑材料I	801713	其他建材II	106.11	-4.9	沪深300
894	精测电子	300567.XSHE	95.7556	3.46%	30.08	7.22	801890	机械设备I	801073	仪器仪表II	106.06	3.67	中证1000,创业板
895	中航光电	002179.XSHE	410.7283	-0.5%	37.76	5.69	801740	国防军工I	801742	航空装备II	104.83	-0.52	沪深300
896	瑞普生物	300119.XSHE	56.3459	-0.72%	35.73	2.82	801010	农林牧渔I	801018	动物保健II	104.79	-0.75	全指医药
897	福安药业	300194.XSHE	59.1287	-0.4%	-16.27	1.51	801150	医药生物I	801151	化学制药II	104.39	-0.42	中证1000,全指医药
898	亚宝药业	600351.XSHG	42.658	0.36%	14.89	1.47	801150	医药生物I	801155	中药II	103.73	0.37	中证1000,全指医药
899	锐科激光	300747.XSHE	195.84	-0.4%	56.22	8.7	801080	电子I	801082	其他电子II	101.89	-0.41	中证1000,创业板
900	万东医疗	600055.XSHG	55.2714	-2.94%	35.42	2.77	801150	医药生物I	801153	医疗器械II	99.91	-2.94	中证1000,全指医药
901	中天科技	600522.XSHG	247.4327	0.0%	12.91	1.23	801770	通信I	801102	通信设备II	99.72	0.0	沪深300
902	新疆交建	002941.XSHE	122.2275	-4.01%	169.95	5.43	801720	建筑装饰I	801723	基础建设II	99.62	-3.99	中证500
903	重庆燃气	600917.XSHG	111.4096	0.0%	29.67	2.7	801160	公用事业I	801163	燃气II	99.62	0.0	中证500
904	南京证券	601990.XSHG	251.3703	-0.13%	38.22	2.28	801790	非银金融I	801193	证券II	99.2	-0.13	证券公司,金融地产
905	同方股份	600100.XSHG	235.63	-0.13%	-9.05	1.42	801750	计算机I	801101	计算机设备II	99.08	-0.13	沪深300
906	亨通光电	600487.XSHG	298.4982	-1.21%	18.52	2.28	801770	通信I	801102	通信设备II	99.08	-1.2	沪深300
907	三花智控	002050.XSHE	415.4018	-2.86%	31.34	4.63	801110	家用电器I	801111	白色家电II	97.8	-2.8	沪深300
908	正海生物	300653.XSHE	62.32	-3.72%	62.15	11.12	801150	医药生物I	801153	医疗器械II	97.44	-3.62	全指医药
909	辰欣药业	603367.XSHG	73.4432	-0.86%	13.62	1.65	801150	医药生物I	801153	医疗器械II	97.37	-0.84	中证1000,全指医药
910	北陆药业	300016.XSHE	39.9215	-0.37%	21.17	3.07	801150	医药生物I	801151	化学制药II	97.37	-0.36	中证1000,全指医药
911	振东制药	300158.XSHE	48.347	0.85%	-72.25	0.88	801150	医药生物I	801151	化学制药II	97.37	0.83	中证1000,全指医药
912	北新建材	000786.XSHE	386.2215	-2.06%	93.72	2.86	801710	建筑材料I	801713	其他建材II	96.93	-2.0	沪深300,基本面120
913	博腾股份	300363.XSHE	67.8434	-0.96%	41.73	2.26	801150	医药生物I	801151	化学制药II	96.76	-0.93	中证1000,全指医药
914	航发动力	600893.XSHG	453.3437	0.05%	54.84	1.59	801740	国防军工I	801742	航空装备II	96.52	0.05	沪深300
915	益佰制药	600594.XSHG	37.0622	0.0%	-4.84	1.01	801150	医药生物I	801155	中药II	96.21	0.0	全指医药
916	重药控股	000950.XSHE	94.1861	-0.73%	10.61	1.17	801150	医药生物I	801154	医药商业II	96.1	-0.7	中证1000,全指医药
917	白云机场	600004.XSHG	357.1647	-2.84%	45.59	2.25	801170	交通运输I	801174	机场II	95.88	-2.72	沪深300
918	天宇股份	300702.XSHE	90.2631	0.24%	17.06	4.78	801150	医药生物I	801151	化学制药II	95.6	0.23	全指医药
919	莱茵生物	002166.XSHE	38.8303	0.73%	57.67	2.4	801150	医药生物I	801152	生物制品II	95.44	0.7	中证1000,全指医药
920	西藏药业	600211.XSHG	57.8733	-4.31%	25.89	2.43	801150	医药生物I	801155	中药II	95.44	-4.11	中证1000,全指医药
921	本钢板材	000761.XSHE	140.2884	-0.28%	20.08	0.72	801040	钢铁I	801041	钢铁II	95.05	-0.27	基本面120,中证500
922	上海建工	600170.XSHG	308.9826	0.29%	8.37	1.19	801720	建筑装饰I	801721	房屋建设II	94.28	0.27	沪深300,300价值
923	南山铝业	600219.XSHG	259.3254	-0.92%	19.88	0.67	801050	有色金属I	801055	工业金属II	94.22	-0.87	沪深300,300价值
924	烽火通信	600498.XSHG	294.6197	-1.23%	35.4	2.87	801770	通信I	801102	通信设备II	93.32	-1.15	沪深300
925	香雪制药	300147.XSHE	42.996	0.31%	75.77	1.23	801150	医药生物I	801155	中药II	93.15	0.29	全指医药
926	千金药业	600479.XSHG	35.1964	1.07%	12.68	1.72	801150	医药生物I	801155	中药II	93.15	1.0	全指医药
927	奥赛康	002755.XSHE	146.7422	-0.38%	18.97	6.33	801150	医药生物I	801151	化学制药II	92.9	-0.35	中证1000,全指医药
928	恒康医疗	002219.XSHE	42.9004	0.0%	-3.57	1.68	801150	医药生物I	801156	医疗服务II	91.68	0.0	中证1000,全指医药
929	安信信托	600816.XSHG	208.3742	4.99%	-9.46	1.72	801790	非银金融I	801191	多元金融II	91.37	4.56	沪深300,金融地产
930	和佳股份	300273.XSHE	36.948	-2.37%	39.57	1.44	801150	医药生物I	801153	医疗器械II	91.31	-2.16	全指医药
931	荣盛石化	002493.XSHE	762.4823	-0.08%	46.94	3.43	801030	化工I	801032	化学纤维II	91.13	-0.07	沪深300,基本面60,基本面120
932	中远海控	601919.XSHG	578.6498	0.64%	23.3	1.88	801170	交通运输I	801176	航运II	90.13	0.58	沪深300
933	莱美药业	300006.XSHE	39.7998	0.41%	53.76	2.3	801150	医药生物I	801151	化学制药II	87.82	0.36	中证1000,全指医药
934	鞍钢股份	000898.XSHE	295.3249	0.64%	10.48	0.57	801040	钢铁I	801041	钢铁II	86.3	0.55	沪深300,300价值,基本面60,基本面120
935	恒力石化	600346.XSHG	999.5522	-0.49%	15.41	3.1	801030	化工I	801032	化学纤维II	86.29	-0.42	沪深300
936	宜华健康	000150.XSHE	43.8849	-0.2%	-170.74	1.82	801150	医药生物I	801156	医疗服务II	85.94	-0.17	中证1000,全指医药
937	交大昂立	600530.XSHG	36.348	-0.64%	-7.33	3.62	801150	医药生物I	801152	生物制品II	85.79	-0.55	全指医药
938	掌阅科技	603533.XSHG	66.5259	-0.54%	50.2	5.6	801760	传媒I	801752	互联网传媒II	85.49	-0.46	中证1000,中证传媒
939	太安堂	002433.XSHE	33.5847	-0.23%	17.23	0.64	801150	医药生物I	801155	中药II	84.66	-0.19	中证1000,全指医药
940	中国巨石	600176.XSHG	318.7099	-1.21%	15.85	2.11	801030	化工I	801034	化学制品II	84.37	-1.02	沪深300
941	汇顶科技	603160.XSHG	891.5947	-1.86%	41.74	15.59	801080	电子I	801081	半导体II	83.74	-1.56	沪深300
942	新乳业	002946.XSHE	106.1162	-1.69%	43.13	5.6	801120	食品饮料I	801124	食品加工II	81.74	-1.38	中证500
943	科沃斯	603486.XSHG	107.3636	0.16%	35.94	4.26	801890	机械设备I	801072	通用机械II	81.74	0.13	中证500
944	江丰电子	300666.XSHE	80.263	0.33%	173.92	12.44	801080	电子I	801081	半导体II	81.67	0.27	中证1000,创业板
945	常山药业	300255.XSHE	47.6833	-0.39%	27.52	1.78	801150	医药生物I	801152	生物制品II	81.47	-0.32	中证1000,全指医药
946	金螳螂	002081.XSHE	214.648	-1.0%	9.38	1.48	801720	建筑装饰I	801722	装修装饰II	81.4	-0.81	沪深300,基本面120
947	世纪华通	002602.XSHE	584.3261	-0.2%	96.73	2.44	801760	传媒I	801752	互联网传媒II	81.18	-0.16	沪深300
948	广生堂	300436.XSHE	45.346000000000004	-1.33%	185.28	7.96	801150	医药生物I	801151	化学制药II	80.89	-1.08	全指医药
949	同济堂	600090.XSHG	57.1546	0.25%	10.68	0.88	801150	医药生物I	801154	医药商业II	80.19	0.2	中证1000,全指医药
950	春秋航空	601021.XSHG	374.7644	-0.83%	20.71	2.52	801170	交通运输I	801173	航空运输II	79.9	-0.66	沪深300
951	凯普生物	300639.XSHE	59.1712	-8.45%	42.1	5.7	801150	医药生物I	801153	医疗器械II	79.67	-6.73	全指医药
952	横店影视	603103.XSHG	96.4618	0.26%	37.39	4.13	801760	传媒I	801761	文化传媒II	79.42	0.21	中证1000,中证传媒
953	渤海租赁	000415.XSHE	211.5106	0.29%	10.99	0.55	801790	非银金融I	801191	多元金融II	78.75	0.23	沪深300,300价值,基本面60,基本面120
954	基蛋生物	603387.XSHG	59.1584	-0.44%	22.05	3.99	801150	医药生物I	801153	医疗器械II	78.27	-0.34	中证1000,全指医药
955	富祥股份	300497.XSHE	46.1555	-0.18%	19.39	3.64	801150	医药生物I	801151	化学制药II	77.65	-0.14	中证1000,全指医药
956	未名医药	002581.XSHE	43.2787	-1.68%	-73.28	1.54	801150	医药生物I	801152	生物制品II	77.65	-1.3	中证1000,全指医药
957	嘉应制药	002198.XSHE	27.0503	-0.75%	68.36	3.36	801150	医药生物I	801155	中药II	77.21	-0.58	全指医药
958	力生制药	002393.XSHE	45.559	-0.12%	21.21	0.98	801150	医药生物I	801151	化学制药II	77.0	-0.09	中证1000,全指医药
959	圣济堂	600227.XSHG	38.6035	-0.44%	-2.32	1.21	801150	医药生物I	801151	化学制药II	76.39	-0.34	中证1000,全指医药
960	东方网力	300367.XSHE	47.8309	2.25%	-33.13	1.29	801750	计算机I	801222	计算机应用II	75.6	1.7	中证1000,创业板
961	华仁药业	300110.XSHE	47.1703	0.0%	129.42	2.17	801150	医药生物I	801151	化学制药II	75.11	0.0	中证1000,全指医药
962	景峰医药	000908.XSHE	32.0238	0.55%	-43.97	1.38	801150	医药生物I	801151	化学制药II	74.15	0.41	全指医药
963	江西铜业	600362.XSHG	487.8986	-0.07%	19.77	0.95	801050	有色金属I	801055	工业金属II	74.15	-0.05	沪深300
964	彤程新材	603650.XSHG	96.9809	-0.97%	23.2	4.3	801030	化工I	801034	化学制品II	74.08	-0.72	中证500
965	兄弟科技	002562.XSHE	41.8542	-0.43%	-121.41	1.92	801030	化工I	801034	化学制品II	73.85	-0.32	中证1000,全指医药
966	广汇汽车	600297.XSHG	271.7273	0.6%	11.56	0.72	801880	汽车I	801092	汽车服务II	73.74	0.44	沪深300,300价值
967	宁波港	601018.XSHG	479.4917	-0.55%	14.07	1.2	801170	交通运输I	801171	港口II	73.51	-0.4	沪深300
968	中国化学	601117.XSHG	309.7924	-1.27%	11.26	0.98	801720	建筑装饰I	801724	专业工程II	73.1	-0.93	沪深300,300价值
969	广济药业	000952.XSHE	22.9052	-0.44%	15.94	2.34	801150	医药生物I	801151	化学制药II	72.92	-0.32	全指医药
970	大博医疗	002901.XSHE	256.9267	-6.29%	59.65	16.05	801150	医药生物I	801153	医疗器械II	72.57	-4.56	中证1000,全指医药
971	中金黄金	600489.XSHG	275.7459	-1.75%	204.83	2.01	801050	有色金属I	801053	黄金II	71.59	-1.25	沪深300
972	华电国际	600027.XSHG	365.9164	0.54%	13.87	0.82	801160	公用事业I	801161	电力II	71.44	0.39	沪深300,300价值
973	盈康生命	300143.XSHE	47.6531	-1.6%	221.83	2.29	801150	医药生物I	801156	医疗服务II	70.64	-1.13	中证1000,全指医药
974	北大医药	000788.XSHE	39.9908	-2.09%	79.04	3.21	801150	医药生物I	801151	化学制药II	70.47	-1.47	全指医药
975	欧派家居	603833.XSHG	421.8508	-1.56%	24.11	4.81	801140	轻工制造I	801142	家用轻工II	70.31	-1.1	沪深300
976	佐力药业	300181.XSHE	29.3966	-0.62%	87.11	2.22	801150	医药生物I	801155	中药II	69.25	-0.43	全指医药
977	泰合健康	000790.XSHE	25.8255	-0.72%	37.8	2.96	801150	医药生物I	801155	中药II	68.02	-0.49	全指医药
978	海油工程	600583.XSHG	304.6313	1.16%	-73.27	1.38	801020	采掘I	801024	采掘服务II	67.76	0.79	沪深300
979	东华软件	002065.XSHE	280.3934	1.22%	30.96	2.92	801750	计算机I	801222	计算机应用II	67.76	0.83	沪深300
980	长城汽车	601633.XSHG	831.4942	4.06%	19.81	1.57	801880	汽车I	801094	汽车整车II	67.53	2.74	沪深300,300价值
981	方盛制药	603998.XSHG	34.0144	-3.33%	41.22	3.04	801150	医药生物I	801155	中药II	67.41	-2.24	全指医药
982	理邦仪器	300206.XSHE	40.9532	-1.42%	35.07	3.19	801150	医药生物I	801153	医疗器械II	67.41	-0.96	全指医药
983	中直股份	600038.XSHG	259.7824	1.88%	42.68	3.25	801740	国防军工I	801742	航空装备II	67.12	1.26	沪深300
984	广汽集团	601238.XSHG	1208.0496	0.0%	16.38	1.52	801880	汽车I	801094	汽车整车II	66.06	0.0	沪深300,300价值
985	扬杰科技	300373.XSHE	68.6482	5.23%	67.94	2.8	801080	电子I	801081	半导体II	65.24	3.41	中证1000,创业板
986	健民集团	600976.XSHG	26.4152	-2.15%	32.29	2.23	801150	医药生物I	801155	中药II	64.96	-1.4	全指医药
987	美康生物	300439.XSHE	46.5902	-1.34%	18.75	2.26	801150	医药生物I	801153	医疗器械II	64.9	-0.87	中证1000,全指医药
988	古井贡酒	000596.XSHE	566.0464	-4.75%	25.95	6.59	801120	食品饮料I	801123	饮料制造II	64.56	-3.07	沪深300
989	长久物流	603569.XSHG	57.8764	0.1%	20.59	2.4	801170	交通运输I	801178	物流II	63.86	0.06	中证500
990	美诺华	603538.XSHG	38.4533	-2.18%	24.05	2.96	801150	医药生物I	801151	化学制药II	63.73	-1.39	全指医药
991	科大智能	300222.XSHE	62.8359	-0.23%	36.13	1.38	801890	机械设备I	801072	通用机械II	63.24	-0.15	中证1000,创业板
992	鹏鼎控股	002938.XSHE	1149.9368	-1.65%	39.5	6.2	801080	电子I	801083	元件II	62.79	-1.04	沪深300,基本面120
993	中国卫星	600118.XSHG	239.6905	0.0%	57.95	4.29	801740	国防军工I	801741	航天装备II	62.64	0.0	沪深300
994	中航沈飞	600760.XSHG	391.6889	0.04%	37.27	4.6	801740	国防军工I	801742	航空装备II	62.64	0.03	沪深300
995	君正集团	601216.XSHG	253.9843	0.66%	10.78	1.37	801030	化工I	801033	化学原料II	62.09	0.41	沪深300,300价值
996	太钢不锈	000825.XSHE	222.7233	-0.26%	8.06	0.7	801040	钢铁I	801041	钢铁II	62.04	-0.16	基本面60,基本面120
997	攀钢钒钛	000629.XSHE	237.93599999999998	0.36%	9.7	2.52	801020	采掘I	801022	其他采掘II	62.0	0.22	沪深300
998	永安药业	002365.XSHE	24.1934	-0.24%	25.05	1.5	801150	医药生物I	801151	化学制药II	61.89	-0.15	全指医药
999	大豪科技	603025.XSHG	73.6291	10.06%	29.17	4.21	801730	电气设备I	801732	电气自动化设备II	61.31	6.17	中证500
1000	哈三联	002900.XSHE	34.8577	-0.27%	19.94	1.92	801150	医药生物I	801151	化学制药II	61.28	-0.17	全指医药
1001	一品红	300723.XSHE	51.7752	-0.68%	21.33	3.74	801150	医药生物I	801151	化学制药II	60.48	-0.41	中证1000,全指医药
1002	亚太药业	002370.XSHE	34.1747	-1.88%	71.01	1.37	801150	医药生物I	801151	化学制药II	59.86	-1.13	中证1000,全指医药
1003	石基信息	002153.XSHE	381.8858	0.56%	81.38	4.46	801750	计算机I	801222	计算机应用II	58.81	0.33	沪深300
1004	康德莱	603987.XSHG	31.9725	-0.55%	20.95	2.31	801150	医药生物I	801153	医疗器械II	57.6	-0.32	全指医药
1005	兖州煤业	600188.XSHG	460.7471	0.0%	4.91	0.9	801020	采掘I	801021	煤炭开采II	57.35	0.0	沪深300,300价值
1006	迪瑞医疗	300396.XSHE	47.0355	-3.99%	20.49	3.17	801150	医药生物I	801153	医疗器械II	56.99	-2.27	全指医药
1007	金石亚药	300434.XSHE	27.7605	-1.88%	18.46	1.04	801150	医药生物I	801151	化学制药II	56.99	-1.07	全指医药
1008	康辰药业	603590.XSHG	56.032	-0.43%	18.03	2.1	801150	医药生物I	801152	生物制品II	56.01	-0.24	中证1000,全指医药
1009	寿仙谷	603896.XSHG	41.1185	-0.24%	39.29	3.83	801150	医药生物I	801155	中药II	55.39	-0.13	中证1000,全指医药
1010	金隅集团	601992.XSHG	350.2309	-0.3%	9.04	0.77	801710	建筑材料I	801711	水泥制造II	54.97	-0.16	沪深300
1011	卫光生物	002880.XSHE	52.4772	-0.95%	33.22	3.79	801150	医药生物I	801152	生物制品II	53.93	-0.51	全指医药
1012	小商品城	600415.XSHG	205.7535	1.59%	27.59	1.64	801200	商业贸易I	801205	商业物业经营II	53.69	0.85	沪深300
1013	太平鸟	603877.XSHG	66.5642	1.29%	13.42	2.1	801130	纺织服装I	801132	服装家纺II	53.64	0.69	中证500
1014	赛升药业	300485.XSHE	40.4279	-1.2%	20.25	1.52	801150	医药生物I	801152	生物制品II	53.47	-0.64	中证1000,全指医药
1015	泛海控股	000046.XSHE	219.7993	0.0%	13.67	0.96	801180	房地产I	801181	房地产开发II	53.43	0.0	基本面60,基本面120,金融地产
1016	中煤能源	601898.XSHG	633.7641	2.09%	12.35	0.65	801020	采掘I	801021	煤炭开采II	53.39	1.12	沪深300,300价值
1017	海辰药业	300584.XSHE	32.94	-2.59%	33.48	5.19	801150	医药生物I	801151	化学制药II	53.31	-1.38	全指医药
1018	透景生命	300642.XSHE	38.4612	-3.78%	25.84	3.47	801150	医药生物I	801153	医疗器械II	52.7	-1.99	全指医药
1019	康芝药业	300086.XSHE	20.475	-0.88%	-67.26	1.33	801150	医药生物I	801151	化学制药II	52.7	-0.46	全指医药
1020	中华企业	600675.XSHG	269.4492	-1.36%	7.39	1.83	801180	房地产I	801181	房地产开发II	51.73	-0.7	中证1000,金融地产
1021	尚荣医疗	002551.XSHE	31.3447	-0.68%	59.49	1.34	801150	医药生物I	801153	医疗器械II	51.48	-0.35	全指医药
1022	精华制药	002349.XSHE	36.2704	-0.92%	-23.34	1.79	801150	医药生物I	801155	中药II	50.93	-0.47	中证1000,全指医药
1023	龙津药业	002750.XSHE	51.7446	-0.93%	4490.68	7.97	801150	医药生物I	801155	中药II	50.86	-0.47	全指医药
1024	长江健康	002435.XSHE	46.7202	2.38%	13.74	0.86	801150	医药生物I	801151	化学制药II	50.26	1.2	中证1000,全指医药
1025	鹭燕医药	002788.XSHE	25.0025	-1.18%	10.4	1.43	801150	医药生物I	801154	医药商业II	50.25	-0.59	全指医药
1026	传化智联	002010.XSHE	226.7439	-0.86%	18.26	1.73	801170	交通运输I	801178	物流II	49.86	-0.43	沪深300
1027	金花股份	600080.XSHG	21.8736	-1.37%	48.68	1.22	801150	医药生物I	801152	生物制品II	49.64	-0.68	全指医药
1028	九安医疗	002432.XSHE	20.515	0.0%	-345.1	1.37	801150	医药生物I	801153	医疗器械II	49.03	0.0	全指医药
1029	楚天科技	300358.XSHE	29.6641	0.0%	-1994.99	1.25	801150	医药生物I	801153	医疗器械II	49.03	0.0	全指医药
1030	乐心医疗	300562.XSHE	25.4328	-1.94%	80.58	4.58	801150	医药生物I	801153	医疗器械II	48.41	-0.94	全指医药
1031	新华制药	000756.XSHE	43.0327	-0.72%	14.53	1.49	801150	医药生物I	801151	化学制药II	48.41	-0.35	全指医药
1032	紫光股份	000938.XSHE	560.5757	-1.2%	31.43	2.03	801750	计算机I	801222	计算机应用II	48.24	-0.58	沪深300,基本面120
1033	韵达股份	002120.XSHE	659.6487	-2.67%	24.68	5.17	801170	交通运输I	801178	物流II	47.94	-1.28	沪深300
1034	利德曼	300289.XSHE	25.1789	0.84%	-254.02	1.91	801150	医药生物I	801152	生物制品II	47.8	0.4	全指医药
1035	莎普爱思	603168.XSHG	23.7105	-0.27%	-14.35	1.56	801150	医药生物I	801151	化学制药II	47.8	-0.13	全指医药
1036	五矿资本	600390.XSHG	330.6078	-0.14%	10.3	0.96	801790	非银金融I	801191	多元金融II	47.6	-0.07	沪深300,金融地产
1037	中天金融	000540.XSHE	215.7618	0.0%	14.6	1.19	801180	房地产I	801181	房地产开发II	45.67	0.0	基本面60,基本面120
1038	吉药控股	300108.XSHE	25.241999999999997	-1.32%	19.84	1.14	801150	医药生物I	801155	中药II	45.35	-0.6	全指医药
1039	海特生物	300683.XSHE	29.4355	-0.35%	34.12	1.67	801150	医药生物I	801152	生物制品II	45.35	-0.16	全指医药
1040	福瑞股份	300049.XSHE	18.8872	0.14%	2086.28	1.4	801150	医药生物I	801153	医疗器械II	44.12	0.06	全指医药
1041	佛慈制药	002644.XSHE	35.0311	0.0%	38.89	2.32	801150	医药生物I	801155	中药II	44.12	0.0	全指医药
1042	中海油服	601808.XSHG	797.8102	-0.72%	32.35	2.19	801020	采掘I	801024	采掘服务II	44.11	-0.32	沪深300
1043	神奇制药	600613.XSHG	34.6612	-0.31%	27.99	1.32	801150	医药生物I	801151	化学制药II	42.9	-0.13	全指医药
1044	润都股份	002923.XSHE	30.075	0.55%	24.14	3.3	801150	医药生物I	801151	化学制药II	42.28	0.23	全指医药
1045	赛托生物	300583.XSHE	34.9953	-1.14%	31.64	1.88	801150	医药生物I	801151	化学制药II	41.67	-0.48	全指医药
1046	创新医疗	002173.XSHE	24.8806	-1.65%	-16.18	0.7	801150	医药生物I	801156	医疗服务II	40.45	-0.67	全指医药
1047	奇正藏药	002287.XSHE	115.5729	-1.83%	33.18	5.37	801150	医药生物I	801155	中药II	40.1	-0.73	中证1000,全指医药
1048	和仁科技	300550.XSHE	31.1565	0.3%	63.03	5.15	801750	计算机I	801222	计算机应用II	39.22	0.12	全指医药
1049	英科医疗	300677.XSHE	30.3397	-0.39%	17.21	2.2	801150	医药生物I	801153	医疗器械II	39.22	-0.15	全指医药
1050	蔚蓝生物	603739.XSHG	38.1873	-1.54%	48.4	4.09	801010	农林牧渔I	801018	动物保健II	39.22	-0.6	全指医药
1051	英特集团	000411.XSHE	29.0762	-1.46%	20.44	1.95	801150	医药生物I	801154	医药商业II	38.61	-0.56	全指医药
1052	格力地产	600185.XSHG	99.3029	-0.83%	15.9	1.26	801180	房地产I	801181	房地产开发II	38.08	-0.32	中证1000,金融地产
1053	我爱我家	000560.XSHE	105.762	-2.67%	13.73	1.07	801180	房地产I	801181	房地产开发II	37.79	-1.01	中证1000,金融地产
