	名称	代码	市值（亿元）	涨跌幅	pe	pb	一级行业代码	一级行业名称	二级行业代码	二级行业名称	持有市值（元）	日盈亏	相关指数
1644	湖北广电	000665.XSHE	47.6004	-0.61%	37.37	0.73	801760	传媒I	801761	文化传媒II	2.89	-0.02	中证1000
1645	四川成渝	601107.XSHG	116.5121	1.31%	11.05	0.76	801170	交通运输I	801175	高速公路II	2.89	0.04	中证1000
1646	山东海化	000822.XSHE	40.0106	0.45%	11.18	1.16	801030	化工I	801033	化学原料II	2.89	0.01	中证1000
1647	云图控股	002539.XSHE	47.0707	0.21%	21.59	1.47	801030	化工I	801034	化学制品II	2.89	0.01	中证1000
1648	利群股份	601366.XSHG	46.2089	0.19%	38.41	1.0	801200	商业贸易I	801203	一般零售II	2.89	0.01	中证1000
1649	佳讯飞鸿	300213.XSHE	36.35	0.0%	24.42	1.78	801770	通信I	801102	通信设备II	2.89	0.0	中证1000
1650	天泽信息	300209.XSHE	53.6974	0.24%	26.09	1.31	801750	计算机I	801222	计算机应用II	2.89	0.01	中证1000
1651	美晨生态	300237.XSHE	36.4721	-0.4%	31.83	1.01	801720	建筑装饰I	801725	园林工程II	2.89	-0.01	中证1000
1652	科陆电子	002121.XSHE	57.3198	0.0%	-4.0	1.74	801730	电气设备I	801732	电气自动化设备II	2.89	0.0	中证1000
1653	润建股份	002929.XSHE	59.6015	-0.74%	28.15	2.16	801770	通信I	801102	通信设备II	2.89	-0.02	中证1000
1654	青山纸业	600103.XSHG	45.8858	0.5%	47.76	1.29	801140	轻工制造I	801143	造纸II	2.85	0.01	中证1000
1655	正海磁材	300224.XSHE	61.1061	-0.13%	-110.88	2.3	801050	有色金属I	801051	金属非金属新材料II	2.85	-0.0	中证1000
1656	兴民智通	002355.XSHE	35.4966	-1.4%	-11.79	1.26	801880	汽车I	801093	汽车零部件II	2.85	-0.04	中证1000
1657	华金资本	000532.XSHE	39.4691	1.14%	66.8	4.91	801080	电子I	801083	元件II	2.85	0.03	中证1000
1658	八一钢铁	600581.XSHG	51.5054	-1.49%	14.18	1.2	801040	钢铁I	801041	钢铁II	2.85	-0.04	中证1000
1659	保变电气	600550.XSHG	54.3251	-0.34%	-7.87	7.68	801730	电气设备I	801734	高低压设备II	2.85	-0.01	中证1000
1660	北纬科技	002148.XSHE	28.4584	-0.8%	254.95	2.48	801760	传媒I	801752	互联网传媒II	2.85	-0.02	中证1000
1661	中石科技	300684.XSHE	63.9956	-1.73%	58.59	8.74	801030	化工I	801034	化学制品II	2.8	-0.05	中证1000
1662	恒信东方	300081.XSHE	47.0951	0.56%	47.19	1.77	801770	通信I	801102	通信设备II	2.8	0.02	中证1000
1663	建新股份	300107.XSHE	39.5061	-1.81%	8.89	2.31	801030	化工I	801034	化学制品II	2.8	-0.05	中证1000
1664	华西能源	002630.XSHE	27.8669	-0.85%	-12.95	0.87	801730	电气设备I	801733	电源设备II	2.8	-0.02	中证1000
1665	中钨高新	000657.XSHE	55.1833	0.0%	40.39	1.68	801050	有色金属I	801054	稀有金属II	2.8	0.0	中证1000
1666	龙头股份	600630.XSHG	28.8906	-0.44%	296.96	1.58	801130	纺织服装I	801132	服装家纺II	2.8	-0.01	中证1000
1667	蒙娜丽莎	002918.XSHE	72.9565	-3.31%	18.31	2.63	801710	建筑材料I	801713	其他建材II	2.8	-0.09	中证1000
1668	杭叉集团	603298.XSHG	78.7183	-0.16%	13.24	1.9	801890	机械设备I	801074	专用设备II	2.8	-0.0	中证1000
1669	惠博普	002554.XSHE	31.695999999999998	0.34%	-6.64	1.82	801020	采掘I	801024	采掘服务II	2.8	0.01	中证1000
1670	鸿利智汇	300219.XSHE	43.382	-0.49%	-5.0	2.29	801080	电子I	801084	光学光电子II	2.8	-0.01	中证1000
1671	禾望电气	603063.XSHG	35.0314	0.49%	53.13	1.41	801730	电气设备I	801732	电气自动化设备II	2.76	0.01	中证1000
1672	科华恒盛	002335.XSHE	40.4007	0.54%	41.59	1.28	801730	电气设备I	801733	电源设备II	2.76	0.01	中证1000
1673	万兴科技	300624.XSHE	50.3059	-0.66%	49.82	7.0	801750	计算机I	801222	计算机应用II	2.76	-0.02	中证1000
1674	红阳能源	600758.XSHG	54.7315	-1.69%	45.92	0.99	801020	采掘I	801021	煤炭开采II	2.76	-0.05	中证1000
1675	鄂尔多斯	600295.XSHG	115.2241	0.24%	8.42	0.98	801020	采掘I	801022	其他采掘II	2.71	0.01	中证1000
1676	凌钢股份	600231.XSHG	74.8192	-0.74%	21.86	0.97	801040	钢铁I	801041	钢铁II	2.71	-0.02	中证1000
1677	瑞茂通	600180.XSHG	68.2056	-0.75%	14.83	1.13	801170	交通运输I	801178	物流II	2.71	-0.02	中证1000
1678	吉华集团	603980.XSHG	54.6	-2.82%	9.69	1.21	801030	化工I	801034	化学制品II	2.71	-0.08	中证1000
1679	鲍斯股份	300441.XSHE	54.7654	1.57%	61.8	3.4	801890	机械设备I	801072	通用机械II	2.71	0.04	中证1000
1680	宁波建工	601789.XSHG	35.1389	-0.56%	15.67	1.25	801720	建筑装饰I	801721	房屋建设II	2.71	-0.02	中证1000
1681	广东甘化	000576.XSHE	30.7346	3.6%	13.86	2.77	801010	农林牧渔I	801012	农产品加工II	2.71	0.1	中证1000
1682	实达集团	600734.XSHG	43.9395	-0.71%	-6.55	1.89	801770	通信I	801102	通信设备II	2.71	-0.02	中证1000
1683	鸿博股份	002229.XSHE	30.1997	1.32%	466.87	1.81	801140	轻工制造I	801141	包装印刷II	2.67	0.04	中证1000
1684	红太阳	000525.XSHE	47.333	-0.61%	12.87	0.98	801030	化工I	801034	化学制品II	2.67	-0.02	中证1000
1685	苏盐井神	603299.XSHG	50.1898	0.15%	25.73	1.29	801030	化工I	801033	化学原料II	2.67	0.0	中证1000
1686	梦百合	603313.XSHG	60.133	-2.09%	17.89	3.0	801140	轻工制造I	801142	家用轻工II	2.67	-0.06	中证1000
1687	天壕环境	300332.XSHE	32.0393	1.92%	31.72	0.92	801160	公用事业I	801162	环保工程及服务II	2.67	0.05	中证1000
1688	新文化	300336.XSHE	31.3624	0.0%	-28.89	1.01	801760	传媒I	801751	营销传播II	2.67	0.0	中证1000
1689	好当家	600467.XSHG	34.3334	-0.43%	53.72	1.12	801010	农林牧渔I	801015	渔业II	2.67	-0.01	中证1000
1690	京山轻机	000821.XSHE	33.0476	-0.16%	186.02	1.14	801890	机械设备I	801074	专用设备II	2.67	-0.0	中证1000
1691	富瀚微	300613.XSHE	66.7161	-0.07%	80.41	5.9	801080	电子I	801081	半导体II	2.67	-0.0	中证1000
1692	迈为股份	300751.XSHE	62.0932	2.83%	29.04	4.82	801890	机械设备I	801074	专用设备II	2.67	0.08	中证1000
1693	拓日新能	002218.XSHE	34.9885	0.35%	39.18	1.18	801730	电气设备I	801733	电源设备II	2.67	0.01	中证1000
1694	卧龙地产	600173.XSHG	34.2847	0.41%	5.81	1.33	801180	房地产I	801181	房地产开发II	2.62	0.01	中证1000
1695	联创股份	300343.XSHE	31.5434	-0.37%	-1.59	1.28	801760	传媒I	801751	营销传播II	2.62	-0.01	中证1000
1696	科大国创	300520.XSHE	39.5214	1.03%	49.75	2.95	801750	计算机I	801222	计算机应用II	2.62	0.03	中证1000
1697	吉艾科技	300309.XSHE	38.5464	0.0%	39.73	1.85	801790	非银金融I	801191	多元金融II	2.62	0.0	中证1000
1698	凌云股份	600480.XSHG	33.0185	-0.5%	-87.41	0.72	801880	汽车I	801093	汽车零部件II	2.62	-0.01	中证1000
1699	银鸽投资	600069.XSHG	44.9802	-3.97%	-15.69	2.45	801140	轻工制造I	801143	造纸II	2.62	-0.1	中证1000
1700	辉隆股份	002556.XSHE	40.6162	-1.24%	45.32	1.71	801030	化工I	801034	化学制品II	2.62	-0.03	中证1000
1701	鹏鹞环保	300664.XSHE	57.023999999999994	-0.93%	27.16	1.77	801160	公用事业I	801164	水务II	2.62	-0.02	中证1000
1702	金龙汽车	600686.XSHG	40.1054	0.3%	26.55	1.16	801880	汽车I	801094	汽车整车II	2.62	0.01	中证1000
1703	摩恩电气	002451.XSHE	39.6158	2.88%	85.83	5.62	801730	电气设备I	801734	高低压设备II	2.62	0.08	中证1000
1704	珠江实业	600684.XSHG	30.1272	0.28%	-448.3	0.97	801180	房地产I	801181	房地产开发II	2.62	0.01	中证1000
1705	鹿港文化	601599.XSHG	31.2454	-4.29%	40.44	1.19	801760	传媒I	801761	文化传媒II	2.62	-0.11	中证1000
1706	光华科技	002741.XSHE	41.3902	-0.27%	109.05	3.42	801030	化工I	801034	化学制品II	2.62	-0.01	中证1000
1707	ST中天	600856.XSHG	30.3397	-3.15%	-2.36	0.83	801160	公用事业I	801163	燃气II	2.62	-0.08	中证1000
1708	陕西黑猫	601015.XSHG	49.3826	-0.66%	36.47	0.88	801020	采掘I	801021	煤炭开采II	2.58	-0.02	中证1000
1709	柏堡龙	002776.XSHE	32.0104	1.01%	17.58	1.34	801130	纺织服装I	801132	服装家纺II	2.58	0.03	中证1000
1710	坤彩科技	603826.XSHG	72.6336	-1.87%	46.66	5.3	801050	有色金属I	801051	金属非金属新材料II	2.58	-0.05	中证1000
1711	麦达数字	002137.XSHE	37.0758	-0.78%	-11.93	2.51	801760	传媒I	801751	营销传播II	2.58	-0.02	中证1000
1712	深赛格	000058.XSHE	88.9672	0.28%	203464.26	4.62	801200	商业贸易I	801205	商业物业经营II	2.58	0.01	中证1000
1713	银河电子	002519.XSHE	39.763000000000005	1.42%	-3.5	1.56	801110	家用电器I	801112	视听器材II	2.58	0.04	中证1000
1714	山东路桥	000498.XSHE	51.0783	2.19%	7.42	0.96	801720	建筑装饰I	801723	基础建设II	2.53	0.06	中证1000
1715	凯撒旅游	000796.XSHE	65.043	-3.83%	65.96	2.67	801210	休闲服务I	801214	旅游综合II	2.53	-0.1	中证1000
1716	一汽夏利	000927.XSHE	55.8311	-0.57%	16.43	-9.2	801880	汽车I	801094	汽车整车II	2.53	-0.01	中证1000
1717	司尔特	002538.XSHE	32.2436	0.0%	10.25	0.88	801030	化工I	801034	化学制品II	2.53	0.0	中证1000
1718	永兴材料	002756.XSHE	57.816	-1.06%	13.82	1.7	801040	钢铁I	801041	钢铁II	2.53	-0.03	中证1000
1719	城发环境	000885.XSHE	50.7799	0.2%	7.23	1.73	801170	交通运输I	801175	高速公路II	2.53	0.01	中证1000
1720	中广核技	000881.XSHE	66.0099	-0.47%	31.93	1.16	801030	化工I	801034	化学制品II	2.53	-0.01	中证1000
1721	亚太股份	002284.XSHE	33.7085	-0.22%	-32.98	1.33	801880	汽车I	801093	汽车零部件II	2.53	-0.01	中证1000
1722	华仪电气	600290.XSHG	22.2652	-0.34%	-24.95	0.55	801730	电气设备I	801733	电源设备II	2.53	-0.01	中证1000
1723	豫金刚石	300064.XSHE	38.4547	-0.63%	-146.98	0.55	801890	机械设备I	801072	通用机械II	2.53	-0.02	中证1000
1724	金浦钛业	000545.XSHE	29.4076	-2.01%	40.04	1.4	801030	化工I	801033	化学原料II	2.53	-0.05	中证1000
1725	栖霞建设	600533.XSHG	32.865	-0.32%	5.48	0.81	801180	房地产I	801181	房地产开发II	2.48	-0.01	中证1000
1726	旷达科技	002516.XSHE	38.3889	0.38%	24.84	1.08	801880	汽车I	801093	汽车零部件II	2.48	0.01	中证1000
1727	皇氏集团	002329.XSHE	30.8252	-0.27%	-5.59	1.43	801120	食品饮料I	801124	食品加工II	2.48	-0.01	中证1000
1728	贤丰控股	002141.XSHE	42.89	0.53%	-457.36	3.02	801080	电子I	801082	其他电子II	2.48	0.01	中证1000
1729	德尔未来	002631.XSHE	46.2978	-0.72%	68.95	2.67	801140	轻工制造I	801142	家用轻工II	2.48	-0.02	中证1000
1730	莱茵体育	000558.XSHE	43.18899999999999	-1.49%	-30.66	3.58	801180	房地产I	801181	房地产开发II	2.48	-0.04	中证1000
1731	秦川机床	000837.XSHE	29.1909	-0.24%	-11.06	1.14	801890	机械设备I	801072	通用机械II	2.48	-0.01	中证1000
1732	科士达	002518.XSHE	52.8278	3.86%	22.17	2.09	801730	电气设备I	801733	电源设备II	2.48	0.1	中证1000
1733	全通教育	300359.XSHE	34.0567	-0.37%	-5.0	2.55	801760	传媒I	801752	互联网传媒II	2.48	-0.01	中证1000
1734	鲁亿通	300423.XSHE	60.0168	-0.92%	10.89	1.82	801730	电气设备I	801734	高低压设备II	2.44	-0.02	中证1000
1735	风语筑	603466.XSHG	39.6781	0.22%	16.15	2.46	801720	建筑装饰I	801722	装修装饰II	2.44	0.01	中证1000
1736	深粮控股	000019.XSHE	67.6538	-0.51%	19.48	1.54	801200	商业贸易I	801202	贸易II	2.44	-0.01	中证1000
1737	锦江投资	600650.XSHG	53.6165	-0.21%	20.01	1.57	801170	交通运输I	801172	公交II	2.44	-0.01	中证1000
1738	金徽酒	603919.XSHG	68.0119	-1.72%	26.09	2.8	801120	食品饮料I	801123	饮料制造II	2.44	-0.04	中证1000
1739	杭电股份	603618.XSHG	35.8642	-0.96%	28.92	1.46	801730	电气设备I	801734	高低压设备II	2.44	-0.02	中证1000
1740	航天晨光	600501.XSHG	30.2482	0.0%	-16.02	1.55	801890	机械设备I	801074	专用设备II	2.44	0.0	中证1000
1741	天海防务	300008.XSHE	26.7845	0.0%	-4.26	3.95	801740	国防军工I	801744	船舶制造II	2.44	0.0	中证1000
1742	日月股份	603218.XSHG	96.7583	-0.82%	22.71	3.01	801730	电气设备I	801733	电源设备II	2.44	-0.02	中证1000
1743	丽江旅游	002033.XSHE	32.9145	-0.33%	18.97	1.3	801210	休闲服务I	801214	旅游综合II	2.39	-0.01	中证1000
1744	广东鸿图	002101.XSHE	35.8813	-0.15%	12.81	0.77	801880	汽车I	801093	汽车零部件II	2.39	-0.0	中证1000
1745	河北宣工	000923.XSHE	94.1888	-1.39%	20.06	1.37	801020	采掘I	801022	其他采掘II	2.39	-0.03	中证1000
1746	中文在线	300364.XSHE	26.8372	-0.81%	-1.54	1.34	801760	传媒I	801761	文化传媒II	2.39	-0.02	中证1000
1747	甘肃电投	000791.XSHE	48.4009	0.28%	10.29	0.75	801160	公用事业I	801161	电力II	2.39	0.01	中证1000
1748	美利云	000815.XSHE	43.8016	-1.27%	143.99	2.13	801140	轻工制造I	801143	造纸II	2.39	-0.03	中证1000
1749	西部创业	000557.XSHE	48.8556	-0.6%	64.44	0.99	801170	交通运输I	801177	铁路运输II	2.35	-0.01	中证1000
1750	京蓝科技	000711.XSHE	56.5065	-0.36%	-339.44	1.08	801160	公用事业I	801162	环保工程及服务II	2.35	-0.01	中证1000
1751	烽火电子	000561.XSHE	39.9097	-0.76%	47.92	2.9	801740	国防军工I	801742	航空装备II	2.35	-0.02	中证1000
1752	青青稞酒	002646.XSHE	46.035	-1.27%	95.32	1.95	801120	食品饮料I	801123	饮料制造II	2.35	-0.03	中证1000
1753	云意电气	300304.XSHE	35.0745	2.72%	26.09	1.81	801880	汽车I	801093	汽车零部件II	2.35	0.06	中证1000
1754	朗玛信息	300288.XSHE	38.5253	-0.44%	41.38	2.82	801750	计算机I	801222	计算机应用II	2.35	-0.01	中证1000
1755	鸣志电器	603728.XSHG	43.7216	-0.95%	26.05	2.22	801730	电气设备I	801731	电机II	2.35	-0.02	中证1000
1756	曙光股份	600303.XSHG	21.5518	0.31%	-11.65	0.77	801880	汽车I	801094	汽车整车II	2.3	0.01	中证1000
1757	天邑股份	300504.XSHE	61.3701	-2.22%	43.78	3.37	801770	通信I	801102	通信设备II	2.3	-0.05	中证1000
1758	海立股份	600619.XSHG	68.1786	-0.38%	22.6	1.55	801110	家用电器I	801111	白色家电II	2.3	-0.01	中证1000
1759	厦门港务	000905.XSHE	36.5328	-0.44%	49.57	1.32	801170	交通运输I	801171	港口II	2.3	-0.01	中证1000
1760	新黄浦	600638.XSHG	46.397	0.29%	9.54	1.04	801180	房地产I	801181	房地产开发II	2.3	0.01	中证1000
1761	章源钨业	002378.XSHE	45.5615	-1.42%	-47.65	2.45	801050	有色金属I	801054	稀有金属II	2.3	-0.03	中证1000
1762	爱柯迪	600933.XSHG	97.3266	-0.62%	24.6	2.47	801880	汽车I	801093	汽车零部件II	2.3	-0.01	中证1000
1763	捷昌驱动	603583.XSHG	71.0362	-2.57%	22.26	4.07	801730	电气设备I	801732	电气自动化设备II	2.3	-0.06	中证1000
1764	南国置业	002305.XSHE	37.4591	-0.93%	44.29	0.84	801180	房地产I	801181	房地产开发II	2.26	-0.02	中证1000
1765	中环装备	300140.XSHE	41.7417	-1.33%	31.41	1.79	801160	公用事业I	801162	环保工程及服务II	2.26	-0.03	中证1000
1766	歌力思	603808.XSHG	41.532	-0.24%	11.16	1.78	801130	纺织服装I	801132	服装家纺II	2.26	-0.01	中证1000
1767	华东重机	002685.XSHE	61.6707	9.97%	47.27	1.3	801890	机械设备I	801072	通用机械II	2.26	0.23	中证1000
1768	中来股份	300393.XSHE	49.2711	0.95%	23.07	1.86	801730	电气设备I	801733	电源设备II	2.26	0.02	中证1000
1769	三丰智能	300276.XSHE	58.6835	-0.27%	24.83	1.59	801890	机械设备I	801074	专用设备II	2.26	-0.01	中证1000
1770	地素时尚	603587.XSHG	91.7488	0.09%	15.19	2.9	801130	纺织服装I	801132	服装家纺II	2.26	0.0	中证1000
1771	迅游科技	300467.XSHE	34.3509	-0.85%	-4.07	1.47	801760	传媒I	801752	互联网传媒II	2.21	-0.02	中证1000
1772	朗新科技	300682.XSHE	137.2733	0.4%	19.59	3.39	801750	计算机I	801222	计算机应用II	2.21	0.01	中证1000
1773	潮宏基	002345.XSHE	34.6773	-0.52%	82.79	0.99	801140	轻工制造I	801142	家用轻工II	2.21	-0.01	中证1000
1774	兰州民百	600738.XSHG	40.6069	-0.95%	7.59	2.24	801200	商业贸易I	801205	商业物业经营II	2.17	-0.02	中证1000
1775	启明信息	002232.XSHE	32.3979	0.25%	43.81	2.86	801750	计算机I	801222	计算机应用II	2.17	0.01	中证1000
1776	东富龙	300171.XSHE	43.3553	0.0%	66.35	1.42	801890	机械设备I	801074	专用设备II	2.17	0.0	中证1000
1777	志邦家居	603801.XSHG	41.6517	-1.55%	13.77	2.27	801140	轻工制造I	801142	家用轻工II	2.17	-0.03	中证1000
1778	优博讯	300531.XSHE	42.644	-0.13%	45.22	5.5	801770	通信I	801102	通信设备II	2.17	-0.0	中证1000
1779	延华智能	002178.XSHE	24.9254	-0.57%	-7.82	3.02	801720	建筑装饰I	801724	专业工程II	2.17	-0.01	中证1000
1780	畅联股份	603648.XSHG	34.6915	0.32%	32.31	2.08	801170	交通运输I	801178	物流II	2.17	0.01	中证1000
1781	ST金贵	002716.XSHE	23.2436	-2.07%	-1.39	1.09	801050	有色金属I	801054	稀有金属II	2.17	-0.04	中证1000
1782	万盛股份	603010.XSHG	41.3722	-1.76%	36.84	3.31	801030	化工I	801034	化学制品II	2.17	-0.04	中证1000
1783	桂东电力	600310.XSHG	31.8693	0.52%	13.77	1.57	801160	公用事业I	801161	电力II	2.12	0.01	中证1000
1784	好莱客	603898.XSHG	44.4587	-0.56%	13.2	1.84	801140	轻工制造I	801142	家用轻工II	2.12	-0.01	中证1000
1785	汉钟精机	002158.XSHE	43.6048	-0.37%	20.42	2.23	801890	机械设备I	801072	通用机械II	2.12	-0.01	中证1000
1786	珈伟新能	300317.XSHE	33.5054	-1.25%	-1.62	1.15	801730	电气设备I	801733	电源设备II	2.12	-0.03	中证1000
1787	弘亚数控	002833.XSHE	44.4534	-1.31%	16.16	3.27	801890	机械设备I	801074	专用设备II	2.12	-0.03	中证1000
1788	天保基建	000965.XSHE	33.8498	-0.33%	-10.8	0.67	801180	房地产I	801181	房地产开发II	2.12	-0.01	中证1000
1789	中成股份	000151.XSHE	29.0652	1.22%	146.38	3.07	801200	商业贸易I	801202	贸易II	2.08	0.03	中证1000
1790	三雄极光	300625.XSHE	40.6	0.21%	19.78	1.88	801080	电子I	801084	光学光电子II	2.08	0.0	中证1000
1791	海德股份	000567.XSHE	51.2911	0.0%	25.97	1.2	801790	非银金融I	801191	多元金融II	2.08	0.0	中证1000
1792	索通发展	603612.XSHG	33.2269	-0.3%	37.04	1.34	801050	有色金属I	801051	金属非金属新材料II	2.08	-0.01	中证1000
1793	西陇科学	002584.XSHE	26.92	0.22%	136.54	1.42	801030	化工I	801034	化学制品II	2.08	0.0	中证1000
1794	安正时尚	603839.XSHG	45.8146	-1.75%	14.68	1.63	801130	纺织服装I	801132	服装家纺II	2.08	-0.04	中证1000
1795	新开源	300109.XSHE	60.2847	-4.02%	53.14	1.99	801030	化工I	801034	化学制品II	2.03	-0.08	中证1000
1796	佩蒂股份	300673.XSHE	35.5375	-1.82%	52.18	3.61	801010	农林牧渔I	801014	饲料II	2.03	-0.04	中证1000
1797	北化股份	002246.XSHE	38.9815	0.42%	24.86	1.57	801030	化工I	801034	化学制品II	2.03	0.01	中证1000
1798	雪迪龙	002658.XSHE	38.7738	1.09%	28.29	1.96	801160	公用事业I	801162	环保工程及服务II	2.03	0.02	中证1000
1799	天夏智慧	000662.XSHE	67.8814	3.38%	79.47	1.18	801750	计算机I	801222	计算机应用II	2.03	0.07	中证1000
1800	亿嘉和	603666.XSHG	61.4467	-2.18%	28.15	5.67	801890	机械设备I	801072	通用机械II	2.03	-0.04	中证1000
1801	惠达卫浴	603385.XSHG	38.8605	-0.76%	14.65	1.19	801140	轻工制造I	801142	家用轻工II	2.03	-0.02	中证1000
1802	深大通	000038.XSHE	63.3606	-1.65%	-2.47	2.24	801760	传媒I	801751	营销传播II	2.03	-0.03	中证1000
1803	氯碱化工	600618.XSHG	79.329	0.44%	7.85	1.77	801030	化工I	801033	化学原料II	1.99	0.01	中证1000
1804	冰川网络	300533.XSHE	39.3853	0.41%	28.77	2.39	801760	传媒I	801752	互联网传媒II	1.99	0.01	中证1000
1805	鼎汉技术	300011.XSHE	33.3514	-2.68%	-5.81	1.72	801730	电气设备I	801733	电源设备II	1.99	-0.05	中证1000
1806	密尔克卫	603713.XSHG	55.2413	0.86%	32.15	4.0	801170	交通运输I	801178	物流II	1.99	0.02	中证1000
1807	中昌数据	600242.XSHG	31.4186	-3.78%	59.92	1.47	801760	传媒I	801751	营销传播II	1.99	-0.08	中证1000
1808	安彩高科	600207.XSHG	38.4015	3.15%	-13.75	2.4	801730	电气设备I	801733	电源设备II	1.99	0.06	中证1000
1809	百利科技	603959.XSHG	35.3866	-0.12%	28.46	3.1	801720	建筑装饰I	801724	专业工程II	1.99	-0.0	中证1000
1810	豫能控股	001896.XSHE	38.5447	0.3%	-25.05	0.65	801160	公用事业I	801161	电力II	1.99	0.01	中证1000
1811	杭锅股份	002534.XSHE	55.2232	0.54%	16.91	1.7	801730	电气设备I	801733	电源设备II	1.99	0.01	中证1000
1812	黑猫股份	002068.XSHE	31.2637	3.26%	-18.89	1.03	801030	化工I	801037	橡胶II	1.94	0.06	中证1000
1813	荣泰健康	603579.XSHG	38.514	0.36%	14.04	2.46	801110	家用电器I	801111	白色家电II	1.94	0.01	中证1000
1814	ST华鼎	601113.XSHG	39.7235	3.45%	14.01	0.66	801200	商业贸易I	801203	一般零售II	1.94	0.07	中证1000
1815	正业科技	300410.XSHE	27.7961	-3.57%	-29.53	1.46	801890	机械设备I	801073	仪器仪表II	1.94	-0.07	中证1000
1816	万安科技	002590.XSHE	30.7454	-0.94%	-37.0	1.7	801880	汽车I	801093	汽车零部件II	1.94	-0.02	中证1000
1817	通用股份	601500.XSHG	50.8545	-0.51%	40.67	1.4	801030	化工I	801037	橡胶II	1.9	-0.01	中证1000
1818	中材节能	603126.XSHG	28.7545	-1.06%	27.37	1.7	801160	公用事业I	801162	环保工程及服务II	1.9	-0.02	中证1000
1819	京威股份	002662.XSHE	38.25	-0.39%	-4.37	0.77	801880	汽车I	801093	汽车零部件II	1.9	-0.01	中证1000
1820	继峰股份	603997.XSHG	50.0021	-0.26%	19.21	2.65	801880	汽车I	801093	汽车零部件II	1.9	-0.0	中证1000
